"HUM:ind","What contemptible scoundrel stole the cork from my lunch ?"
"HUM:ind","What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?"
"HUM:ind","What Good Little Witch is Casper 's girlfriend ?"
"HUM:ind","What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?"
"HUM:ind","Who made Stonehenge ?"
"HUM:ind","Who 's the founder and editor of The National Review ?"
"HUM:ind","Who was the first governor of West Virginia ?"
"HUM:ind","What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?"
"HUM:gr","What culture developed the idea of potlatch ?"
"HUM:gr","What baseball team became the Minnesota Twins ?"
"HUM:ind","What is Michael Jackson 's middle name ?"
"HUM:ind","Who was the first woman to fly solo across the Atlantic ?"
"HUM:ind","Who started the Dominos Pizza chain ?"
"HUM:ind","Which NBA players had jersey number 0 ?"
"HUM:gr","What chocolate company gives you a one-pound kiss ?"
"HUM:ind","Who is the famous movie star who also acted as sewer commissioner of Provo Canyon , Utah ?"
"HUM:ind","Name Randy Craft 's lawyer ."
"HUM:gr","What is the best distance education university or college ?"
"HUM:ind","What is a person called that likes fire ?"
"HUM:ind","Who portrayed Vincent Van Gogh in Lust for Life ?"
"HUM:ind","Who was known as the Time Master in comic books ?"
"HUM:ind","Who is the father of the computer ?"
"HUM:ind","Who said : `` Old soldiers never die ; they just fade away '' ?"
"HUM:gr","What National League baseball team employed 72 third baseemen in its first 2 seasons ?"
"HUM:ind","Who 's the only man to have won the Olympic decathlon twice ?"
"HUM:ind","What is the name of Miss India 1994 ?"
"HUM:ind","Who was the second man to walk on the moon ?"
"HUM:ind","What major Victorian novelist spent as much time working for the post office as he did writing ?"
"HUM:gr","The major league baseball team in Pittsburgh is called what ?"
"HUM:ind","Who is the Pope ?"
"HUM:ind","What 's the most common surname in America ?"
"HUM:desc","Who is Imam Hussain Ben Ali whom Shia people believe in ?"
"HUM:desc","Who was William Henry Harrison ?"
"HUM:ind","Who was the first black performer to have his own network TV show ?"
"HUM:gr","What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?"
"HUM:ind","Who directed The Wild Bunch ?"
"HUM:ind","What comedian was born Allen Stewart Konigsberg ?"
"HUM:ind","What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?"
"HUM:ind","Who runs Andy Capp 's favorite pub ?"
"HUM:ind","What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?"
"HUM:ind","What President was assassinated by Charles J. Guiteau ?"
"HUM:ind","What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?"
"HUM:ind","Who invented the game bowling ?"
"HUM:gr","What group kidnaped Patricia Hearst ?"
"HUM:ind","Who is the creator of `` The Muppets '' ?"
"HUM:ind","Which of the following celebrities started his show-biz career as a disc jockey ?"
"HUM:ind","Who asked you to do the Loco-Motion with her in 1962 ?"
"HUM:ind","What President served for five years , six months and 2 days ?"
"HUM:ind","What is Drew Barrymore 's middle name ?"
"HUM:ind","What is Supergirl 's secret identity ?"
"HUM:gr","What court does Bob Woodward describe in The Brethren ?"
"HUM:ind","Who made the first surfboard ?"
"HUM:ind","What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?"
"HUM:ind","Who is the Greek God of the Sea ?"
"HUM:ind","What well-known music personality is the father of an adopted son named Hans Christian Henderson ?"
"HUM:ind","Who was the first woman governor of Wyoming ?"
"HUM:ind","What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?"
"HUM:ind","What famous comedian recently tried without success to revive the play ?"
"HUM:ind","What TV family sometimes buys eclairs from Nelson 's Bakery ?"
"HUM:ind","What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?"
"HUM:ind","Who was Charles Lindbergh 's wife ?"
"HUM:ind","Who sings Angel Eyes from the 80 's ?"
"HUM:desc","What information can you tell me about actor James Cromwell ?"
"HUM:ind","What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?"
"HUM:gr","What was called the world 's largest department store ?"
"HUM:ind","What was the nickname of German flying ace Manfred von Richthofen ?"
"HUM:ind","Who wrote ` Hamlet ' ?"
"HUM:ind","What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?"
"HUM:ind","What is the last name of Lucy and Linus from the Peanut 's comic strip ?"
"HUM:ind","What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?"
"HUM:gr","Name Pittsburgh 's baseball team ."
"HUM:ind","Who was the Russian ambassador to Hungary during the 1956 uprising ?"
"HUM:ind","Who holds the NFL record for most touchdowns in a season ?"
"HUM:desc","Who is Shirley MacLaine ?"
"HUM:gr","What business exports the sparkling wine Spumante ?"
"HUM:ind","Who wrote ` The Pines of Rome ' ?"
"HUM:gr","What was the first U.S.-based team in the NHL ?"
"HUM:ind","Who played for the Chicago Bears , Houston Oilers and Oakland Raiders in a 26-year pro football career ?"
"HUM:ind","Who leads the star ship Enterprise in Star Trek ?"
"HUM:ind","Who won World War II ?"
"HUM:ind","Who was Garrett Morgan married to ?"
"HUM:ind","What was the name of Darth Vader 's son ?"
"HUM:desc","Who is Ishmael in Moby Dick ?"
"HUM:ind","Name the two blob members of the animated Herculoids ."
"HUM:ind","What well-known TV talk show host was a lay preacher by the time he was seventeen ?"
"HUM:ind","What one of the Backstreet Boys are single ?"
"HUM:ind","What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?"
"HUM:ind","Who was the conservationist who served as spokesperson for Post Grape Nuts ?"
"HUM:ind","What suburban housewife and mother of three wrote The Feminine Mystique ?"
"HUM:desc","Who was Whitcomb Judson ?"
"HUM:ind","Name a canine cartoon character other than Huckleberry Hound to have a voice by Daws Butler ."
"HUM:ind","Who shoplifts ?"
"HUM:ind","Which two inventors invented Post-its ?"
"HUM:ind","Whose image is alleged to be on The Shroud of Turin ?"
"HUM:ind","What U.S. general was court-martialled for criticizing American air power ?"
"HUM:ind","Who said : `` The victor will never be asked if he told the truth '' ?"
"HUM:desc","Who is Langston Hughes ?"
"HUM:ind","Saddam Hussein was compared to whom by President Bush ?"
"HUM:ind","Who wrote the book , `` The Grinch Who Stole Christmas '' ?"
"HUM:ind","What jockey won 17 Triple Crown races ?"
"HUM:ind","Who seized power from Milton Obote in 1971 ?"
"HUM:ind","What well-known actor is the father of star Alan Alda ?"
"HUM:ind","What little boy and dog live in a shoe ?"
"HUM:ind","What was Marilyn Monroe 's real name ?"
"HUM:ind","What father and son won the Medal of Honor ?"
"HUM:gr","Which high schools are included in the South Florida Ice Hockey league ?"
"HUM:ind","Who is the Prophet of Medina ?"
"HUM:ind","What is the name of the woman who was with John Belushi when he died ?"
"HUM:ind","Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?"
"HUM:ind","What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?"
"HUM:ind","What is her husband 's name ?"
"HUM:gr","What cigarette company urged us , `` Come to where the flavor is ? ''"
"HUM:ind","Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?"
"HUM:ind","What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?"
"HUM:ind","What actress holds the record for the most appearances on the cover of Life ?"
"HUM:gr","Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?"
"HUM:ind","What U.S. President had brothers-in-law in the Confederate army ?"
"HUM:ind","Who is the Queen of Holland ?"
"HUM:ind","What actor learned to play the saxophone and speak Russian for a role in a movie ?"
"HUM:ind","Who says , `` If you don 't look good , we don 't look good '' ?"
"HUM:ind","Who was Secretary of State during the Nixon administration ?"
"HUM:desc","Who is Johnny Carson ?"
"HUM:ind","What attorneys work for The Center for the Defense of Free Enterprise ?"
"HUM:gr","What U.S. university boasts the largest library ?"
"HUM:ind","Which classical Spanish writer said `` All that glitters is not gold '' ?"
"HUM:gr","Which organization is the Security Council a part of ?"
"HUM:ind","Who painted `` Soft Self-Portrait with Grilled Bacon '' ?"
"HUM:gr","What company markets a shampoo `` for brunettes only '' ?"
"HUM:ind","Who killed Caesar ?"
"HUM:desc","Who is Count Cinzano ?"
"HUM:ind","Who 's won the most Oscars for costume design ?"
"HUM:ind","What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?"
"HUM:ind","Who wrote The Red Badge of Courage ?"
"HUM:ind","What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?"
"HUM:ind","Who invented the road traffic cone ?"
"HUM:gr","What is the name of Joan Jett 's band ?"
"HUM:ind","Which of the following people is not associated with Andy Warhol ?"
"HUM:gr","What civilization invented the arch ?"
"HUM:gr","What is an example of a famous rock band from the sixties ?"
"HUM:ind","What president 's ghost is said to haunt the White House ?"
"HUM:ind","What are the names of Jack 's original roommates on Three 's Company ?"
"HUM:ind","Who won the Battle of Gettysburg ?"
"HUM:ind","Name the two youngsters saved by the animated Moby Dick ."
"HUM:ind","Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?"
"HUM:desc","Who is Stephen Hawking ?"
"HUM:ind","The name of the actor who played the detective in the film Kindergarden Cop is what ?"
"HUM:ind","What actor came to dinner in Guess Who 's Coming to Dinner ?"
"HUM:ind","What engineer invented the pull-tab can ?"
"HUM:gr","Which college did Dikembe Mutombo attend ?"
"HUM:ind","Who was the first actress to appear on a postage stamp ?"
"HUM:ind","Who was the first black woman to star in the Folies Bergeres ?"
"HUM:ind","What bottled-up TV character was born in Baghdad ?"
"HUM:ind","Who asked the musical question : `` Have you ever been to electric lady land ? ''"
"HUM:ind","Who wrote : `` Poems are made by fools like me but only God can make a tree '' ?"
"HUM:ind","Who played the part of the Godfather in the movie , ` The Godfather ' ?"
"HUM:ind","Who invented the Wonderbra ?"
"HUM:ind","Who owns the St. Louis Rams ?"
"HUM:ind","What Texas surgeon performed the first artificial heart transplant ?"
"HUM:ind","Who made the most appearances in the center square on Hollywood Squares ?"
"HUM:gr","What store claims to be the world 's largest department store ?"
"HUM:ind","What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?"
"HUM:ind","Who said `` the only thing we have to fear is fear itself '' ?"
"HUM:ind","Who is the sexiest women in the world ?"
"HUM:ind","Who was the supreme god of Germanic religion ?"
"HUM:ind","Who 's played the most games for the New York Yankees ?"
"HUM:ind","What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?"
"HUM:ind","What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?"
"HUM:ind","What Chilean president was killed in a 1973 coup d 'etat ?"
"HUM:ind","Name the first Russian astronaut to do a spacewalk ."
"HUM:ind","What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?"
"HUM:gr","What cable network bills itself as `` the family entertainer '' ?"
"HUM:ind","What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?"
"HUM:ind","Who won the Superbowl in ?"
"HUM:ind","What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?"
"HUM:ind","Who directed Citizen Kane ?"
"HUM:ind","What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?"
"HUM:ind","Whose special bear 's creator was born on January 18 , 1779 ?"
"HUM:gr","What high school does Archie attend ?"
"HUM:gr","What television network flogged its sports programming on Inga Nielsen 's body in 197 ?"
"HUM:ind","What Italian leader had a lifelong fear of the evil eye ?"
"HUM:ind","Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''"
"HUM:ind","What president kissed the Queen Mother on the lips ?"
"HUM:ind","What was Al Capone 's nickname ?"
"HUM:ind","Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?"
"HUM:ind","Who is behind the name of the Harvey Wallbanger drink ?"
"HUM:gr","What South African producer had a 1988 profit of $836 million ?"
"HUM:ind","What American actress was the first to be called a `` vamp '' ?"
"HUM:gr","What card company sells Christmas ornaments ?"
"HUM:ind","Who is the premier of China ?"
"HUM:ind","What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?"
"HUM:gr","What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?"
"HUM:ind","Who was the president of Vichy France ?"
"HUM:ind","Whose kidnaping was termed The Crime of the Century ?"
"HUM:gr","What group asked the musical question Do You Believe in Magic ?"
"HUM:ind","What buxom blonde appeared on the cover of more than 5 magazines ?"
"HUM:ind","Who first broke the sound barrier ?"
"HUM:ind","What role do fruits play in the survival of plants ?"
"HUM:ind","What Pulitzer Prize-winning novelist ran for mayor of New York City ?"
"HUM:ind","Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?"
"HUM:ind","Who recorded the 1957 hit Tammy ?"
"HUM:ind","Who is Mia Farrow 's mother ?"
"HUM:ind","What baseball player was walked the most times ?"
"HUM:ind","What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?"
"HUM:ind","Who was the only president to serve two nonconsecutive terms ?"
"HUM:ind","What labor leader was last seen in the parking lot of a Michigan restaurant ?"
"HUM:ind","Who reports the weather on the `` Good Morning America '' television show ?"
"HUM:ind","What was the name of `` The Muppets '' creator ?"
"HUM:ind","Who sent the brief message `` I came , I saw , I conquered '' ?"
"HUM:ind","What U.S. Air Force general led the first bombing raid over Tokyo ?"
"HUM:ind","What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?"
"HUM:ind","What was the name of the first Watergate special prosecutor , later fired by Nixon ?"
"HUM:gr","What 's the supreme policy-making bureau of the Soviet Communist Party ?"
"HUM:gr","Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?"
"HUM:ind","Who won a Pulitzer Prize for his novel The Caine Mutiny ?"
"HUM:ind","Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?"
"HUM:ind","What is the name of the pop singer whose song became the theme song for a brand of catsup ?"
"HUM:ind","Who claimed to be the world 's most perfectly-developed man ?"
"HUM:gr","What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?"
"HUM:ind","What American won the world Grand Prix driving championship in 1978 ?"
"HUM:ind","Name a female figure skater ."
"HUM:ind","Who portrayed Carl Bernstein in All the President 's Men ?"
"HUM:ind","Who was Tiny Tim 's father ?"
"HUM:ind","Who was Bonnie Blue Butler 's father ?"
"HUM:ind","Who is the Antichrist ?"
"HUM:ind","Who was the lawyer who represented Randy Steven Craft ?"
"HUM:ind","Which of the following celebrities was not born in Philadelphia ?"
"HUM:ind","Who wrote the Farmer 's Almanac ?"
"HUM:gr","Which team won the Super Bowl in 1968 ?"
"HUM:ind","CNN is owned by whom ?"
"HUM:ind","Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?"
"HUM:desc","Who was Quetzalcoatl ?"
"HUM:ind","What French leader sold Louisiana to the United States ?"
"HUM:ind","Who is the prime minister of Japan ?"
"HUM:ind","What player squats an average of 3 times during a baseball doubleheader ?"
"HUM:ind","What 's the most common name in nursery rhymes ?"
"HUM:ind","Who wrote the book , `` Song of Solomon '' ?"
"HUM:ind","Name the Ranger who was always after Yogi Bear ."
"HUM:ind","Who is the president of the Spanish government ?"
"HUM:ind","Who holds the career record for the most major league home runs ?"
"HUM:ind","Which of the following actors worked in New York 's Yiddish Theater ?"
"HUM:ind","Who invented the stethoscope ?"
"HUM:ind","What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?"
"HUM:ind","What are Arnold Palmer 's fans called ?"
"HUM:ind","Who retired with 755 home runs to his credit ?"
"HUM:ind","Who developed potlatch ?"
"HUM:gr","What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?"
"HUM:ind","Name the two actress daughters of John Mills ."
"HUM:ind","Who is the actress Bette Davis once said she wished she looked like ?"
"HUM:ind","Who portrayed The Cowardly Lion in The Wizard of Oz ?"
"HUM:ind","Who was the first king of England ?"
"HUM:ind","Who killed Kurt Cobain ?"
"HUM:ind","Who created the monster in Mary Shelley 's novel Frankenstein ?"
"HUM:ind","What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?"
"HUM:ind","Who was the first man to return to space ?"
"HUM:ind","Who gave Abbie Hoffman his first dose of LSD ?"
"HUM:title","What did the Seven Dwarfs do for a living ?"
"HUM:ind","What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?"
"HUM:ind","Who shot Billy the Kid ?"
"HUM:ind","What Mormon leader was said to have had 27 wives ?"
"HUM:ind","With whom did Bush compare Saddam Hussein ?"
"HUM:ind","What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?"
"HUM:ind","What is the name of the brilliant British economist behind its creation ?"
"HUM:ind","Who played Sally Rogers on The Dick Van Dyke Show ?"
"HUM:ind","What mythical figure carries an hourglass and a scythe ?"
"HUM:gr","What presidential administration challenged Americans to explore The New Frontier ?"
"HUM:ind","What famous British actor lost his voice after an operation in 1966 ?"
"HUM:gr","What company makes impulse hardening equipment ?"
"HUM:ind","What is Rona Barrett 's married name ?"
"HUM:ind","Who is the mathematician that won the Noble Prize for Literature in 1950 ?"
"HUM:ind","Which glamorous actress is a close friend of Dick Tracy ?"
"HUM:gr","Name the three races unleashed by the Celestials in Marvel comics ."
"HUM:ind","What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?"
"HUM:ind","What writer-journalist made his mark describing colorful Broadway and underworld characters ?"
"HUM:gr","What are the residents of the island of Lesbos called ?"
"HUM:ind","What baseball great plugged Mr. Coffee ?"
"HUM:ind","Who 's baby was Sweet Pea on the Popeye cartoon ?"
"HUM:ind","What English physician was born on January 18 , 1779 and went on to create two important inventions ?"
"HUM:ind","Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?"
"HUM:ind","What apostle is Taylor Caldwell 's Great Lion of God ?"
"HUM:gr","What company sells the most greeting cards ?"
"HUM:ind","What 's comic strip photographer Peter Parker 's secret identity ?"
"HUM:ind","Which Rockefeller was sometimes called `` JDR3 '' ?"
"HUM:ind","Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?"
"HUM:ind","Who was Shakespeare 's Moorish general ?"
"HUM:ind","Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?"
"HUM:ind","What famous film and TV cowboy lent his name to a fast food chain ?"
"HUM:ind","Who famously rode to warn the people of Massachusetts that the British were coming ?"
"HUM:ind","Who commanded the French forces at the Battle of Orleans ?"
"HUM:ind","Who led the opposition when Konrad Adenauer was Chancellor in Germany ?"
"HUM:ind","Who turned all he touched to gold ?"
"HUM:ind","Who plays shortstop for Charlie Brown 's baseball team ?"
"HUM:ind","Who was the most famous food editor of The New York Times ?"
"HUM:ind","Who was the last U.S. president to reinstate Selective Service registration ?"
"HUM:ind","What was the name of the lawyer who represented Randy Steven Craft ?"
"HUM:ind","What actress 's autobiography is titled Shelley : Also Known as Shirley ?"
"HUM:ind","Who lived on the shores of the Gitchee Gumee River ?"
"HUM:ind","Who is section manager for guidance and control systems at JPL ?"
"HUM:ind","What is Goldfinger 's first name ?"
"HUM:ind","Which of the following famous people does not paint as a hobby ?"
"HUM:ind","Who should I call to get a tour of the New York Stock Exchange ?"
"HUM:ind","What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?"
"HUM:ind","What was the name of the director of the movie `` Jaws '' ?"
"HUM:ind","Who portrayed W.C. Fields in the film W.C. Fields and Me ?"
"HUM:gr","Which college did Dikembe Mutombo play basketball at ?"
"HUM:ind","Who built the first successful stern wheel steamboat ?"
"HUM:ind","Who was Hitler 's minister of propaganda ?"
"HUM:ind","Who was the first doctor to successfully transplant a liver ?"
"HUM:ind","Who was the lawyer for Randy Steven Craft ?"
"HUM:ind","Who is reputed to be the greatest maker of violins ?"
"HUM:ind","What future Soviet dictator was training to be a priest when he got turned on to Marxism ?"
"HUM:ind","Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?"
"HUM:ind","Who was the first jockey to ride two Triple Crown winners ?"
"HUM:ind","Who wrote Brave New World ?"
"HUM:ind","Who wrote Unsafe at Any Speed ?"
"HUM:ind","What British commander surrendered to George Washington at Yorktown in 1781 ?"
"HUM:ind","Who created the World Wide Web , WWW ?"
"HUM:ind","What is the name of the president of Garmat U.S.A ?"
"HUM:ind","Who were leaders of the Byzantine empire ?"
"HUM:ind","Who was the first President to appoint a woman to head a cabinet ?"
"HUM:gr","Who built the first pyramid ?"
"HUM:gr","Name a French fascist party ."
"HUM:gr","What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?"
"HUM:ind","What is the present Pope named ?"
"HUM:ind","Who is the nebbish that is Marvel 's official mascot ?"
"HUM:ind","Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?"
"HUM:ind","Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?"
"HUM:desc","Who was Damocles ?"
"HUM:ind","Name Dondi 's adoptive grandfather ."
"HUM:ind","Whose biography by Maurice Zolotow is titled Shooting Star ?"
"HUM:ind","In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?"
"HUM:gr","What are the top ten all-time money making NFL teams ?"
"HUM:gr","What college enlivens Hanover , New Hampshire ?"
"HUM:ind","Who was the first American citizen awarded the Albert Medal of the Society of Arts ?"
"HUM:ind","What doctor is synonymous with footwear and foot care ?"
"HUM:ind","Who founded the Unification Church ?"
"HUM:title","What are the only players eligible to score points in Roller Derby called ?"
"HUM:ind","What ill-fated American general dragged a bull terrier named Willie through World War II ?"
"HUM:ind","Who invented the lawnmower ?"
"HUM:ind","What U.S. senator once played basketball for the New York Knicks ?"
"HUM:ind","What is Li 'l Abner 's last name ?"
"HUM:ind","What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?"
"HUM:ind","Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?"
"HUM:ind","Who is the director of intergovernmental affairs for the San Diego county ?"
"HUM:ind","What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?"
"HUM:gr","What political party is Sinn Fein a part of ?"
"HUM:ind","What is the name of a Greek god ?"
"HUM:ind","What was the man 's name who was killed in a duel with Aaron Burr ?"
"HUM:ind","Who directed the first Woody Woodpecker cartoon ?"
"HUM:ind","What two historical figures , who fought each other in a famous battle , each have a food named after them ?"
"HUM:ind","Name of heroine in `` Scruples '' ?"
"HUM:ind","What TV character sired a horse named Thunder ?"
"HUM:ind","What baseball player was known as Charley Hustle ?"
"HUM:ind","Who killed Lee Harvey Oswald ?"
"HUM:desc","Who was Red Grange ?"
"HUM:gr","What hockey team did Wayne Gretzky play for ?"
"HUM:gr","What Ivy League school plays its home games at Palmer Stadium ?"
"HUM:ind","Who invented the fax machine ?"
"HUM:ind","Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?"
"HUM:ind","What singer 's theme song was When the Moon Comes over the Mountain ?"
"HUM:desc","Who was Santos-Dumont ?"
"HUM:ind","Who is Rocky 's and Bullwinkle 's ever-lost friend ?"
"HUM:desc","Who is Robin Williams ?"
"HUM:ind","Who thought he 'd never see a poem lovely as a tree ?"
"HUM:ind","Who created `` The Muppets '' ?"
"HUM:gr","What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?"
"HUM:ind","Name one of the major gods of Hinduism ."
"HUM:ind","What two US biochemists won the Nobel Prize in medicine in 1992 ?"
"HUM:gr","What record company was formed by Herb Alpert and Jerry Moss ?"
"HUM:gr","What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?"
"HUM:ind","Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?"
"HUM:ind","Who was the king who signed the Magna Carta ?"
"HUM:ind","Who is the leader of India ?"
"HUM:ind","Who is the prophet that is most connected to the Dead Sea ?"
"HUM:ind","Who wrote `` The Pit and the Pendulum '' ?"
"HUM:gr","What is the best art and design school in the world ?"
"HUM:ind","Who is the Incredible Hulk in reality ?"
"HUM:gr","What manufacturers are there in Texas ?"
"HUM:ind","Who are the presidents of Mexico and Indonesia ?"
"HUM:ind","Who played Al Jolson in the Jolson Story ?"
"HUM:ind","What TV detective did Craig Stevens play ?"
"HUM:gr","What university fired Angela Davis ?"
"HUM:ind","In the past 8 years who have the MVP players for the NHL been ?"
"HUM:ind","Who played Emperor Palpatine in Star Wars ?"
"HUM:ind","Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?"
"HUM:ind","Who is King in Alley Oop 's home of Moo ?"
"HUM:gr","What is `` the airline built for professional travelers '' ?"
"HUM:ind","Who invented the stock ticker in 1870 ?"
"HUM:ind","Who wrote the Bible ?"
"HUM:desc","Who is Henry Butler ?"
"HUM:ind","Which U.S. President is buried in Washington , D.C. ?"
"HUM:gr","What college did Dikembe Mutombo play basketball for ?"
"HUM:gr","Who made the first airplane ?"
"HUM:ind","The lawyer who represented Randy Craft , what was his name ?"
"HUM:gr","What organization is the Security Council a part of ?"
"HUM:ind","Who was the first black to be head coach of a major league pro sports team ?"
"HUM:desc","Who is John Macarthur , 1767-1834 ?"
"HUM:desc","Who is Peter Weir ?"
"HUM:ind","What robust U.S. President imported his own instructor after seeing a judo match ?"
"HUM:gr","What government department did The Untouchables work for ?"
"HUM:ind","What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?"
"HUM:ind","Who held the endurance record for women pilots in 1929 ?"
"HUM:title","What did Andy Hardy 's father do for a living ?"
"HUM:ind","Who are Woody Woodpecker 's niece and nephew ?"
"HUM:ind","Who created Maudie Frickett ?"
